Date,Ticker,label
2020-06-26,AMZN,0
2020-06-26,AVGO,0
2020-06-26,AXP,1
2020-06-26,BA,1
2020-06-26,BAC,1
2020-06-26,BKNG,1
2020-06-26,BLK,0
2020-06-26,C,1
2020-06-26,CAT,1
2020-06-26,COST,0
2020-06-26,CRM,0
2020-06-26,CSCO,0
2020-06-26,CVX,1
2020-06-26,DE,1
2020-06-26,DIS,1
2020-06-26,GOOGL,0
2020-06-26,GS,1
2020-06-26,HD,0
2020-06-26,HON,1
2020-06-26,IBM,1
2020-06-26,INTC,1
2020-06-26,INTU,0
2020-06-26,JNJ,0
2020-06-26,JPM,1
2020-06-26,KO,1
2020-06-26,LLY,0
2020-06-26,LULU,1
2020-06-26,MA,0
2020-06-26,MCD,1
2020-06-26,META,1
2020-06-26,MRK,0
2020-06-26,MS,0
2020-06-26,MSFT,0
2020-06-26,MU,1
2020-06-26,NFLX,0
2020-06-26,NKE,1
2020-06-26,NOW,0
2020-06-26,NVDA,0
2020-06-26,ORCL,0
2020-06-26,PANW,0
2020-06-26,PEP,0
2020-06-26,PFE,1
2020-06-26,QCOM,0
2020-06-26,RTX,1
2020-06-26,SBUX,1
2020-06-26,SPY,0
2020-06-26,T,1
2020-06-26,TGT,0
2020-06-26,TMO,0
2020-06-26,TSLA,0
2020-06-26,TXN,0
2020-06-26,UNH,0
2020-06-26,V,0
2020-06-26,WFC,1
2020-06-26,WMT,0
2020-06-26,XOM,1
2020-06-29,AAPL,0
2020-06-29,ABBV,0
2020-06-29,ABT,0
2020-06-29,ADBE,0
2020-06-29,ADI,0
2020-06-29,AMAT,0
2020-06-29,AMD,1
2020-06-29,AMZN,0
2020-06-29,AVGO,0
2020-06-29,AXP,1
2020-06-29,BA,1
2020-06-29,BAC,1
2020-06-29,BKNG,1
2020-06-29,BLK,0
2020-06-29,C,1
2020-06-29,CAT,0
2020-06-29,COST,0
2020-06-29,CRM,0
2020-06-29,CSCO,0
2020-06-29,CVX,1
2020-06-29,DE,0
2020-06-29,DIS,1
2020-06-29,GOOGL,0
2020-06-29,GS,1
2020-06-29,HD,0
2020-06-29,HON,1
2020-06-29,IBM,1
2020-06-29,INTC,1
2020-06-29,INTU,0
2020-06-29,JNJ,0
2020-06-29,JPM,1
2020-06-29,KO,1
